record_id,title,abstract,year,seed_theme,record_type,text_for_embedding,original_cluster_id,cluster,probability,cluster_display,cluster_theme,pc1_plot,pc2_plot,pc1_cluster,pc2_cluster,pc3_cluster,pc4_cluster
lung-cancer-04-0471,Molecular monitoring for adjuvant surveillance: study 471,"This study examines adjuvant surveillance through molecular monitoring, residual disease, and liquid biopsy. It also discusses links to checkpoint response and selection logic, alongside clinical development and molecular profiling.",2025,ctDNA and monitoring,core,"Molecular monitoring for adjuvant surveillance: study 471 [SEP] This study examines adjuvant surveillance through molecular monitoring, residual disease, and liquid biopsy. It also discusses links to checkpoint response and selection logic, alongside clinical development and molecular profiling.",6,7,1.0,Cluster 7,ctDNA and monitoring,-0.25212998293692945,-0.1326233646581481,-0.25212998293692945,-0.1326233646581481,0.13183733147138796,0.05599239219206536
lung-cancer-02-0321,KRAS pathway development in KRAS G12C inhibition: study 321,"This study examines KRAS G12C inhibition through SHP2 biology, combination rationale, and adaptive pathway. It also discusses links to line-of-therapy shift and CNS metastasis, alongside clinical development and molecular profiling.",2023,KRAS development,core,"KRAS pathway development in KRAS G12C inhibition: study 321 [SEP] This study examines KRAS G12C inhibition through SHP2 biology, combination rationale, and adaptive pathway. It also discusses links to line-of-therapy shift and CNS metastasis, alongside clinical development and molecular profiling.",12,13,0.969723419034739,Cluster 13,KRAS development,0.06676816702785887,0.32856265892552383,0.06676816702785887,0.32856265892552383,0.27287546738335894,-0.10738218896503114
lung-cancer-04-0498,Molecular monitoring for minimal residual disease: study 498,"This study examines minimal residual disease through liquid biopsy, longitudinal sampling, and ctDNA surveillance. It also discusses links to selection logic and co-mutation effect, alongside dose optimization and clinical development.",2022,ctDNA and monitoring,core,"Molecular monitoring for minimal residual disease: study 498 [SEP] This study examines minimal residual disease through liquid biopsy, longitudinal sampling, and ctDNA surveillance. It also discusses links to selection logic and co-mutation effect, alongside dose optimization and clinical development.",8,9,0.9816115808434267,Cluster 9,ctDNA and monitoring,-0.2719215403464549,-0.11994267198936433,-0.2719215403464549,-0.11994267198936433,0.0937131836873517,0.07723078570147213
lung-cancer-r-0369,"Landscape review of EGFR-mutant disease, adaptive signaling, and STK11 co-mutation","This review connects acquired resistance, development strategy, tumor mutational burden, and longitudinal sampling. It frames the field around portfolio review, mechanism of resistance, patient stratification, and early-phase trial.",2024,review-like mixed corpus,review,"Landscape review of EGFR-mutant disease, adaptive signaling, and STK11 co-mutation [SEP] This review connects acquired resistance, development strategy, tumor mutational burden, and longitudinal sampling. It frames the field around portfolio review, mechanism of resistance, patient stratification, and early-phase trial.",5,6,0.9803713570188802,Cluster 6,Review hub: EGFR-mutant disease x adaptive signaling,0.282993734735952,0.06315321097445707,0.282993734735952,0.06315321097445707,-0.2566647521533602,0.09998943404348193
lung-cancer-03-0249,Biomarker selection in PD-L1-high tumors: study 249,"This study examines PD-L1-high tumors through checkpoint response, selection logic, and immune exclusion. It also discusses links to KRAS inhibitor and feedback signaling, alongside real-world evidence and clinical development.",2024,Immunotherapy biomarkers,core,"Biomarker selection in PD-L1-high tumors: study 249 [SEP] This study examines PD-L1-high tumors through checkpoint response, selection logic, and immune exclusion. It also discusses links to KRAS inhibitor and feedback signaling, alongside real-world evidence and clinical development.",10,11,0.9707482975499995,Cluster 11,Immunotherapy biomarkers,0.16781118115489788,-0.31474315008036396,0.16781118115489788,-0.31474315008036396,0.10552765561638466,-0.14343256245101274
lung-cancer-r-0373,"Landscape review of EGFR-mutant disease, adaptive signaling, and STK11 co-mutation","This review connects EGFR resistance, development strategy, selection logic, and residual disease. It frames the field around translational biomarker, dose optimization, molecular profiling, and portfolio review.",2022,review-like mixed corpus,review,"Landscape review of EGFR-mutant disease, adaptive signaling, and STK11 co-mutation [SEP] This review connects EGFR resistance, development strategy, selection logic, and residual disease. It frames the field around translational biomarker, dose optimization, molecular profiling, and portfolio review.",5,6,1.0,Cluster 6,Review hub: EGFR-mutant disease x adaptive signaling,0.2404869450808309,0.08067049983450097,0.2404869450808309,0.08067049983450097,-0.2454444880230195,0.10951243624969108
lung-cancer-r-0150,"Landscape review of ALK-positive tumors, SHP2 combinations, and immune exclusion","This review connects ALK progression, combination rationale, PD-L1 biomarker, and residual disease. It frames the field around dose optimization, validation cohort, clinical development, and early-phase trial.",2021,review-like mixed corpus,review,"Landscape review of ALK-positive tumors, SHP2 combinations, and immune exclusion [SEP] This review connects ALK progression, combination rationale, PD-L1 biomarker, and residual disease. It frames the field around dose optimization, validation cohort, clinical development, and early-phase trial.",2,3,0.9942953635077385,Cluster 3,Review hub: ALK-positive tumors x SHP2 combinations,0.31964075145379045,-0.05008365852126697,0.31964075145379045,-0.05008365852126697,-0.11141268543068773,0.213242587216023
lung-cancer-03-0047,Biomarker selection in STK11 co-mutation: study 47,"This study examines STK11 co-mutation through checkpoint response, tumor mutational burden, and co-mutation effect. It also discusses links to targeted escape and CNS metastasis, alongside real-world evidence and validation cohort.",2020,Immunotherapy biomarkers,core,"Biomarker selection in STK11 co-mutation: study 47 [SEP] This study examines STK11 co-mutation through checkpoint response, tumor mutational burden, and co-mutation effect. It also discusses links to targeted escape and CNS metastasis, alongside real-world evidence and validation cohort.",18,19,0.9900645367594572,Cluster 19,Immunotherapy biomarkers,0.023680624433695466,-0.2030044575888522,0.023680624433695466,-0.2030044575888522,-0.04542623571305991,-0.1709130443299545
lung-cancer-04-0389,Molecular monitoring for ctDNA resistance tracking: study 389,"This study examines ctDNA resistance tracking through residual disease, molecular monitoring, and liquid biopsy. It also discusses links to SHP2 biology and development strategy, alongside molecular profiling and portfolio review.",2021,ctDNA and monitoring,core,"Molecular monitoring for ctDNA resistance tracking: study 389 [SEP] This study examines ctDNA resistance tracking through residual disease, molecular monitoring, and liquid biopsy. It also discusses links to SHP2 biology and development strategy, alongside molecular profiling and portfolio review.",15,16,0.994332988040433,Cluster 16,ctDNA and monitoring,-0.27069517621559946,-0.04267887097343003,-0.27069517621559946,-0.04267887097343003,0.04389357418446103,0.044876529939039796
lung-cancer-02-0116,KRAS pathway development in pan-KRAS strategies: study 116,"This study examines pan-KRAS strategies through KRAS inhibitor, combination rationale, and SHP2 biology. It also discusses links to ctDNA surveillance and liquid biopsy, alongside early-phase trial and validation cohort.",2022,KRAS development,core,"KRAS pathway development in pan-KRAS strategies: study 116 [SEP] This study examines pan-KRAS strategies through KRAS inhibitor, combination rationale, and SHP2 biology. It also discusses links to ctDNA surveillance and liquid biopsy, alongside early-phase trial and validation cohort.",3,4,0.9969356825182776,Cluster 4,KRAS development,0.07687738379518344,0.20500941770393508,0.07687738379518344,0.20500941770393508,0.31550485517363286,-0.0983011086831292
lung-cancer-03-0319,Biomarker selection in STK11 co-mutation: study 319,"This study examines STK11 co-mutation through PD-L1 biomarker, selection logic, and checkpoint response. It also discusses links to residual disease and liquid biopsy, alongside clinical development and portfolio review.",2022,Immunotherapy biomarkers,core,"Biomarker selection in STK11 co-mutation: study 319 [SEP] This study examines STK11 co-mutation through PD-L1 biomarker, selection logic, and checkpoint response. It also discusses links to residual disease and liquid biopsy, alongside clinical development and portfolio review.",18,19,1.0,Cluster 19,Immunotherapy biomarkers,-0.000987365681817856,-0.25284327226116604,-0.000987365681817856,-0.25284327226116604,-0.007144834886651114,-0.19226567870984673
lung-cancer-r-0385,"Landscape review of EGFR-mutant disease, adaptive signaling, and STK11 co-mutation","This review connects ALK progression, adaptive pathway, PD-L1 biomarker, and plasma genotyping. It frames the field around patient stratification, real-world evidence, validation cohort, and early-phase trial.",2022,review-like mixed corpus,review,"Landscape review of EGFR-mutant disease, adaptive signaling, and STK11 co-mutation [SEP] This review connects ALK progression, adaptive pathway, PD-L1 biomarker, and plasma genotyping. It frames the field around patient stratification, real-world evidence, validation cohort, and early-phase trial.",5,6,0.9847411596774858,Cluster 6,Review hub: EGFR-mutant disease x adaptive signaling,0.25654624532968706,0.06400125801486162,0.25654624532968706,0.06400125801486162,-0.2508849676281877,0.09300989639712351
lung-cancer-x-0461,Integrated analysis of EGFR-mutant disease with KRAS G12C inhibition: study 461,"This paper links ALK progression and EGFR resistance to SHP2 biology and KRAS inhibitor. The framing emphasizes real-world evidence, validation cohort, and clinical development across mixed translational contexts.",2024,EGFR and ALK resistance + KRAS development,crossover,"Integrated analysis of EGFR-mutant disease with KRAS G12C inhibition: study 461 [SEP] This paper links ALK progression and EGFR resistance to SHP2 biology and KRAS inhibitor. The framing emphasizes real-world evidence, validation cohort, and clinical development across mixed translational contexts.",19,20,0.9846037270670204,Cluster 20,Bridge: EGFR and ALK resistance x KRAS development,-0.03462480744542306,0.33606619134750065,-0.03462480744542306,0.33606619134750065,-0.1908639076678005,-0.12455698961811425
lung-cancer-04-0273,Molecular monitoring for ctDNA resistance tracking: study 273,"This study examines ctDNA resistance tracking through molecular monitoring, ctDNA surveillance, and longitudinal sampling. It also discusses links to PD-L1 biomarker and immune exclusion, alongside molecular profiling and mechanism of resistance.",2025,ctDNA and monitoring,core,"Molecular monitoring for ctDNA resistance tracking: study 273 [SEP] This study examines ctDNA resistance tracking through molecular monitoring, ctDNA surveillance, and longitudinal sampling. It also discusses links to PD-L1 biomarker and immune exclusion, alongside molecular profiling and mechanism of resistance.",15,16,1.0,Cluster 16,ctDNA and monitoring,-0.2637688930016377,-0.17507416868828582,-0.2637688930016377,-0.17507416868828582,0.009520987703965708,0.014559913536786078
lung-cancer-r-0452,"Landscape review of CNS progression, KRAS G12C inhibition, and tumor mutational burden","This review connects targeted escape, SHP2 biology, PD-L1 biomarker, and plasma genotyping. It frames the field around molecular profiling, patient stratification, mechanism of resistance, and real-world evidence.",2023,review-like mixed corpus,review,"Landscape review of CNS progression, KRAS G12C inhibition, and tumor mutational burden [SEP] This review connects targeted escape, SHP2 biology, PD-L1 biomarker, and plasma genotyping. It frames the field around molecular profiling, patient stratification, mechanism of resistance, and real-world evidence.",4,5,0.9720258337560646,Cluster 5,Review hub: CNS progression x KRAS G12C inhibition,0.30095457425828687,0.023692571559507377,0.30095457425828687,0.023692571559507377,-0.1389797506848231,0.09358501819425266
lung-cancer-01-0132,Resistance evolution in CNS progression: study 132,"This study examines CNS progression through acquired resistance, EGFR resistance, and CNS metastasis. It also discusses links to residual disease and ctDNA surveillance, alongside molecular profiling and dose optimization.",2025,EGFR and ALK resistance,core,"Resistance evolution in CNS progression: study 132 [SEP] This study examines CNS progression through acquired resistance, EGFR resistance, and CNS metastasis. It also discusses links to residual disease and ctDNA surveillance, alongside molecular profiling and dose optimization.",13,14,0.9870020754714774,Cluster 14,EGFR and ALK resistance,-0.12486367438455329,0.008319443981260393,-0.12486367438455329,0.008319443981260393,0.07052780585033254,0.251260661376981
lung-cancer-01-0078,Resistance evolution in ALK-positive tumors: study 78,"This study examines ALK-positive tumors through line-of-therapy shift, ALK progression, and CNS metastasis. It also discusses links to ctDNA surveillance and residual disease, alongside validation cohort and dose optimization.",2025,EGFR and ALK resistance,core,"Resistance evolution in ALK-positive tumors: study 78 [SEP] This study examines ALK-positive tumors through line-of-therapy shift, ALK progression, and CNS metastasis. It also discusses links to ctDNA surveillance and residual disease, alongside validation cohort and dose optimization.",1,2,1.0,Cluster 2,EGFR and ALK resistance,-0.03574179507657481,-0.057429469487219505,-0.03574179507657481,-0.057429469487219505,0.07006803399849756,0.33442479486043336
lung-cancer-x-0053,Integrated analysis of EGFR-mutant disease with KRAS G12C inhibition: study 53,"This paper links EGFR resistance and line-of-therapy shift to feedback signaling and SHP2 biology. The framing emphasizes early-phase trial, translational biomarker, and dose optimization across mixed translational contexts.",2024,EGFR and ALK resistance + KRAS development,crossover,"Integrated analysis of EGFR-mutant disease with KRAS G12C inhibition: study 53 [SEP] This paper links EGFR resistance and line-of-therapy shift to feedback signaling and SHP2 biology. The framing emphasizes early-phase trial, translational biomarker, and dose optimization across mixed translational contexts.",19,20,0.9633127981264804,Cluster 20,Bridge: EGFR and ALK resistance x KRAS development,-0.05494625571154442,0.3177908965991957,-0.05494625571154442,0.3177908965991957,-0.2131677316185535,-0.12310937641965321
lung-cancer-02-0225,KRAS pathway development in KRAS G12C inhibition: study 225,"This study examines KRAS G12C inhibition through SHP2 biology, adaptive pathway, and development strategy. It also discusses links to targeted escape and CNS metastasis, alongside mechanism of resistance and translational biomarker.",2023,KRAS development,core,"KRAS pathway development in KRAS G12C inhibition: study 225 [SEP] This study examines KRAS G12C inhibition through SHP2 biology, adaptive pathway, and development strategy. It also discusses links to targeted escape and CNS metastasis, alongside mechanism of resistance and translational biomarker.",12,13,1.0,Cluster 13,KRAS development,0.07827062770942039,0.32868856472411834,0.07827062770942039,0.32868856472411834,0.265547088636112,-0.13017701889666197
lung-cancer-03-0315,Biomarker selection in STK11 co-mutation: study 315,"This study examines STK11 co-mutation through selection logic, PD-L1 biomarker, and co-mutation effect. It also discusses links to feedback signaling and development strategy, alongside real-world evidence and translational biomarker.",2024,Immunotherapy biomarkers,core,"Biomarker selection in STK11 co-mutation: study 315 [SEP] This study examines STK11 co-mutation through selection logic, PD-L1 biomarker, and co-mutation effect. It also discusses links to feedback signaling and development strategy, alongside real-world evidence and translational biomarker.",18,19,1.0,Cluster 19,Immunotherapy biomarkers,0.04130155709358797,-0.19732684812373966,0.04130155709358797,-0.19732684812373966,-0.015441507532530655,-0.26022069754969
lung-cancer-04-0352,Molecular monitoring for longitudinal plasma genotyping: study 352,"This study examines longitudinal plasma genotyping through longitudinal sampling, plasma genotyping, and liquid biopsy. It also discusses links to line-of-therapy shift and EGFR resistance, alongside patient stratification and mechanism of resistance.",2020,ctDNA and monitoring,core,"Molecular monitoring for longitudinal plasma genotyping: study 352 [SEP] This study examines longitudinal plasma genotyping through longitudinal sampling, plasma genotyping, and liquid biopsy. It also discusses links to line-of-therapy shift and EGFR resistance, alongside patient stratification and mechanism of resistance.",20,21,0.9843838533692708,Cluster 21,ctDNA and monitoring,-0.3246665403436839,-0.028209104765438288,-0.3246665403436839,-0.028209104765438288,0.0019971449727444533,0.16650491541257523
lung-cancer-x-0297,Integrated analysis of EGFR-mutant disease with KRAS G12C inhibition: study 297,"This paper links ALK progression and CNS metastasis to SHP2 biology and development strategy. The framing emphasizes patient stratification, clinical development, and early-phase trial across mixed translational contexts.",2022,EGFR and ALK resistance + KRAS development,crossover,"Integrated analysis of EGFR-mutant disease with KRAS G12C inhibition: study 297 [SEP] This paper links ALK progression and CNS metastasis to SHP2 biology and development strategy. The framing emphasizes patient stratification, clinical development, and early-phase trial across mixed translational contexts.",19,20,1.0,Cluster 20,Bridge: EGFR and ALK resistance x KRAS development,-0.04085946964280424,0.33186683303748105,-0.04085946964280424,0.33186683303748105,-0.19881861659811265,-0.11617681355423959
lung-cancer-x-0487,Integrated analysis of STK11 co-mutation with ctDNA resistance tracking: study 487,"This paper links immune exclusion and tumor mutational burden to longitudinal sampling and ctDNA surveillance. The framing emphasizes real-world evidence, clinical development, and portfolio review across mixed translational contexts.",2020,Immunotherapy biomarkers + ctDNA and monitoring,crossover,"Integrated analysis of STK11 co-mutation with ctDNA resistance tracking: study 487 [SEP] This paper links immune exclusion and tumor mutational burden to longitudinal sampling and ctDNA surveillance. The framing emphasizes real-world evidence, clinical development, and portfolio review across mixed translational contexts.",16,17,1.0,Cluster 17,Bridge: KRAS development x Immunotherapy biomarkers,-0.14395122194786608,-0.017499412313143118,-0.14395122194786608,-0.017499412313143118,-0.3158461954907803,-0.22260882314208066
lung-cancer-03-0373,Biomarker selection in PD-L1-high tumors: study 373,"This study examines PD-L1-high tumors through tumor mutational burden, co-mutation effect, and immune exclusion. It also discusses links to liquid biopsy and longitudinal sampling, alongside molecular profiling and translational biomarker.",2022,Immunotherapy biomarkers,core,"Biomarker selection in PD-L1-high tumors: study 373 [SEP] This study examines PD-L1-high tumors through tumor mutational burden, co-mutation effect, and immune exclusion. It also discusses links to liquid biopsy and longitudinal sampling, alongside molecular profiling and translational biomarker.",10,11,0.9945096710115318,Cluster 11,Immunotherapy biomarkers,0.11611740880798843,-0.4108537524447087,0.11611740880798843,-0.4108537524447087,0.041463691805393305,-0.12480743401804889
lung-cancer-04-0356,Molecular monitoring for longitudinal plasma genotyping: study 356,"This study examines longitudinal plasma genotyping through ctDNA surveillance, plasma genotyping, and residual disease. It also discusses links to adaptive pathway and SHP2 biology, alongside portfolio review and patient stratification.",2024,ctDNA and monitoring,core,"Molecular monitoring for longitudinal plasma genotyping: study 356 [SEP] This study examines longitudinal plasma genotyping through ctDNA surveillance, plasma genotyping, and residual disease. It also discusses links to adaptive pathway and SHP2 biology, alongside portfolio review and patient stratification.",20,21,0.966211237691679,Cluster 21,ctDNA and monitoring,-0.2944830777385542,-0.008292669432327001,-0.2944830777385542,-0.008292669432327001,0.04686786358249682,0.09549599335982639
lung-cancer-03-0320,Biomarker selection in immune exclusion: study 320,"This study examines immune exclusion through PD-L1 biomarker, co-mutation effect, and selection logic. It also discusses links to ALK progression and line-of-therapy shift, alongside early-phase trial and patient stratification.",2023,Immunotherapy biomarkers,core,"Biomarker selection in immune exclusion: study 320 [SEP] This study examines immune exclusion through PD-L1 biomarker, co-mutation effect, and selection logic. It also discusses links to ALK progression and line-of-therapy shift, alongside early-phase trial and patient stratification.",17,18,0.8700821769875188,Cluster 18,Immunotherapy biomarkers,0.058734894320054486,-0.27600577137643934,0.058734894320054486,-0.27600577137643934,0.03752633039509911,-0.08566245248772501
lung-cancer-r-0375,"Landscape review of osimertinib escape, pan-KRAS strategies, and PD-L1-high tumors","This review connects ALK progression, SHP2 biology, immune exclusion, and residual disease. It frames the field around translational biomarker, real-world evidence, molecular profiling, and patient stratification.",2024,review-like mixed corpus,review,"Landscape review of osimertinib escape, pan-KRAS strategies, and PD-L1-high tumors [SEP] This review connects ALK progression, SHP2 biology, immune exclusion, and residual disease. It frames the field around translational biomarker, real-world evidence, molecular profiling, and patient stratification.",0,1,0.984509025045273,Cluster 1,Review hub: osimertinib escape x pan-KRAS strategies,0.35376410499805583,-0.060734568753386425,0.35376410499805583,-0.060734568753386425,-0.09299187373593373,0.15090606855396682
lung-cancer-x-0172,Integrated analysis of longitudinal plasma genotyping with osimertinib escape: study 172,"This paper links liquid biopsy and plasma genotyping to acquired resistance and ALK progression. The framing emphasizes portfolio review, molecular profiling, and dose optimization across mixed translational contexts.",2023,ctDNA and monitoring + EGFR and ALK resistance,crossover,"Integrated analysis of longitudinal plasma genotyping with osimertinib escape: study 172 [SEP] This paper links liquid biopsy and plasma genotyping to acquired resistance and ALK progression. The framing emphasizes portfolio review, molecular profiling, and dose optimization across mixed translational contexts.",21,22,1.0,Cluster 22,Bridge: ctDNA and monitoring x EGFR and ALK resistance,-0.23009295181507666,0.12614718981846487,-0.23009295181507666,0.12614718981846487,-0.2911709391239733,0.00915310677984478
lung-cancer-01-0376,Resistance evolution in CNS progression: study 376,"This study examines CNS progression through ALK progression, acquired resistance, and CNS metastasis. It also discusses links to KRAS inhibitor and development strategy, alongside dose optimization and molecular profiling.",2023,EGFR and ALK resistance,core,"Resistance evolution in CNS progression: study 376 [SEP] This study examines CNS progression through ALK progression, acquired resistance, and CNS metastasis. It also discusses links to KRAS inhibitor and development strategy, alongside dose optimization and molecular profiling.",13,14,1.0,Cluster 14,EGFR and ALK resistance,-0.033558763763935025,0.06675942483591804,-0.033558763763935025,0.06675942483591804,0.11673966259094416,0.19695553486167058
lung-cancer-04-0409,Molecular monitoring for ctDNA resistance tracking: study 409,"This study examines ctDNA resistance tracking through molecular monitoring, residual disease, and plasma genotyping. It also discusses links to line-of-therapy shift and EGFR resistance, alongside early-phase trial and portfolio review.",2023,ctDNA and monitoring,core,"Molecular monitoring for ctDNA resistance tracking: study 409 [SEP] This study examines ctDNA resistance tracking through molecular monitoring, residual disease, and plasma genotyping. It also discusses links to line-of-therapy shift and EGFR resistance, alongside early-phase trial and portfolio review.",15,16,0.9663002654215737,Cluster 16,ctDNA and monitoring,-0.29859251368285644,-0.05021861888689414,-0.29859251368285644,-0.05021861888689414,-0.019896089734061265,0.13215416840318378
lung-cancer-01-0334,Resistance evolution in ALK-positive tumors: study 334,"This study examines ALK-positive tumors through EGFR resistance, acquired resistance, and CNS metastasis. It also discusses links to adaptive pathway and feedback signaling, alongside patient stratification and dose optimization.",2023,EGFR and ALK resistance,core,"Resistance evolution in ALK-positive tumors: study 334 [SEP] This study examines ALK-positive tumors through EGFR resistance, acquired resistance, and CNS metastasis. It also discusses links to adaptive pathway and feedback signaling, alongside patient stratification and dose optimization.",1,2,0.9905110143945716,Cluster 2,EGFR and ALK resistance,0.02971311719303482,0.007712276599440642,0.02971311719303482,0.007712276599440642,0.09540220399763252,0.25438712902746147
lung-cancer-x-0252,Integrated analysis of longitudinal plasma genotyping with osimertinib escape: study 252,"This paper links plasma genotyping and longitudinal sampling to EGFR resistance and targeted escape. The framing emphasizes molecular profiling, translational biomarker, and portfolio review across mixed translational contexts.",2025,ctDNA and monitoring + EGFR and ALK resistance,crossover,"Integrated analysis of longitudinal plasma genotyping with osimertinib escape: study 252 [SEP] This paper links plasma genotyping and longitudinal sampling to EGFR resistance and targeted escape. The framing emphasizes molecular profiling, translational biomarker, and portfolio review across mixed translational contexts.",21,22,1.0,Cluster 22,Bridge: ctDNA and monitoring x EGFR and ALK resistance,-0.2385515966954451,0.1259838876017694,-0.2385515966954451,0.1259838876017694,-0.30569153362212426,-0.004203855451141485
lung-cancer-r-0237,"Landscape review of EGFR-mutant disease, adaptive signaling, and STK11 co-mutation","This review connects ALK progression, SHP2 biology, checkpoint response, and molecular monitoring. It frames the field around clinical development, mechanism of resistance, portfolio review, and molecular profiling.",2024,review-like mixed corpus,review,"Landscape review of EGFR-mutant disease, adaptive signaling, and STK11 co-mutation [SEP] This review connects ALK progression, SHP2 biology, checkpoint response, and molecular monitoring. It frames the field around clinical development, mechanism of resistance, portfolio review, and molecular profiling.",5,6,0.9604472069700853,Cluster 6,Review hub: EGFR-mutant disease x adaptive signaling,0.24174374342545144,0.09675715112008099,0.24174374342545144,0.09675715112008099,-0.20431910713888518,0.13971530922092945
lung-cancer-04-0105,Molecular monitoring for ctDNA resistance tracking: study 105,"This study examines ctDNA resistance tracking through ctDNA surveillance, liquid biopsy, and residual disease. It also discusses links to checkpoint response and co-mutation effect, alongside clinical development and molecular profiling.",2025,ctDNA and monitoring,core,"Molecular monitoring for ctDNA resistance tracking: study 105 [SEP] This study examines ctDNA resistance tracking through ctDNA surveillance, liquid biopsy, and residual disease. It also discusses links to checkpoint response and co-mutation effect, alongside clinical development and molecular profiling.",15,16,0.9957391138252921,Cluster 16,ctDNA and monitoring,-0.28633230735374043,-0.10652974601573269,-0.28633230735374043,-0.10652974601573269,0.011559865926892272,0.01017345372570507
lung-cancer-03-0119,Biomarker selection in STK11 co-mutation: study 119,"This study examines STK11 co-mutation through tumor mutational burden, checkpoint response, and PD-L1 biomarker. It also discusses links to acquired resistance and targeted escape, alongside mechanism of resistance and translational biomarker.",2020,Immunotherapy biomarkers,core,"Biomarker selection in STK11 co-mutation: study 119 [SEP] This study examines STK11 co-mutation through tumor mutational burden, checkpoint response, and PD-L1 biomarker. It also discusses links to acquired resistance and targeted escape, alongside mechanism of resistance and translational biomarker.",18,19,1.0,Cluster 19,Immunotherapy biomarkers,0.03603774577304728,-0.2517312521846064,0.03603774577304728,-0.2517312521846064,-0.031935767859263844,-0.19136812530771988
lung-cancer-r-0329,"Landscape review of EGFR-mutant disease, adaptive signaling, and STK11 co-mutation","This review connects targeted escape, SHP2 biology, co-mutation effect, and plasma genotyping. It frames the field around validation cohort, molecular profiling, dose optimization, and translational biomarker.",2020,review-like mixed corpus,review,"Landscape review of EGFR-mutant disease, adaptive signaling, and STK11 co-mutation [SEP] This review connects targeted escape, SHP2 biology, co-mutation effect, and plasma genotyping. It frames the field around validation cohort, molecular profiling, dose optimization, and translational biomarker.",5,6,0.9785262482913669,Cluster 6,Review hub: EGFR-mutant disease x adaptive signaling,0.211398993489242,0.0955086989976918,0.211398993489242,0.0955086989976918,-0.25811349974652725,0.09082538787249415
lung-cancer-04-0444,Molecular monitoring for longitudinal plasma genotyping: study 444,"This study examines longitudinal plasma genotyping through residual disease, ctDNA surveillance, and longitudinal sampling. It also discusses links to co-mutation effect and immune exclusion, alongside clinical development and mechanism of resistance.",2022,ctDNA and monitoring,core,"Molecular monitoring for longitudinal plasma genotyping: study 444 [SEP] This study examines longitudinal plasma genotyping through residual disease, ctDNA surveillance, and longitudinal sampling. It also discusses links to co-mutation effect and immune exclusion, alongside clinical development and mechanism of resistance.",20,21,1.0,Cluster 21,ctDNA and monitoring,-0.31278820231274657,-0.10744576583590165,-0.31278820231274657,-0.10744576583590165,0.017474353383745308,0.07958312928466835
lung-cancer-x-0262,Integrated analysis of adaptive signaling with STK11 co-mutation: study 262,"This paper links KRAS inhibitor and development strategy to PD-L1 biomarker and co-mutation effect. The framing emphasizes mechanism of resistance, validation cohort, and molecular profiling across mixed translational contexts.",2023,KRAS development + Immunotherapy biomarkers,crossover,"Integrated analysis of adaptive signaling with STK11 co-mutation: study 262 [SEP] This paper links KRAS inhibitor and development strategy to PD-L1 biomarker and co-mutation effect. The framing emphasizes mechanism of resistance, validation cohort, and molecular profiling across mixed translational contexts.",16,17,1.0,Cluster 17,Bridge: KRAS development x Immunotherapy biomarkers,-0.027067010681926015,0.10685438224775524,-0.027067010681926015,0.10685438224775524,-0.24297517507269614,-0.3114497019124271
lung-cancer-r-0050,"Landscape review of ALK-positive tumors, SHP2 combinations, and immune exclusion","This review connects acquired resistance, KRAS inhibitor, co-mutation effect, and longitudinal sampling. It frames the field around portfolio review, clinical development, validation cohort, and translational biomarker.",2023,review-like mixed corpus,review,"Landscape review of ALK-positive tumors, SHP2 combinations, and immune exclusion [SEP] This review connects acquired resistance, KRAS inhibitor, co-mutation effect, and longitudinal sampling. It frames the field around portfolio review, clinical development, validation cohort, and translational biomarker.",2,3,1.0,Cluster 3,Review hub: ALK-positive tumors x SHP2 combinations,0.3436234529658864,-0.0014460590326261951,0.3436234529658864,-0.0014460590326261951,-0.13427364039358755,0.205524009607409
lung-cancer-03-0343,Biomarker selection in STK11 co-mutation: study 343,"This study examines STK11 co-mutation through checkpoint response, immune exclusion, and tumor mutational burden. It also discusses links to longitudinal sampling and molecular monitoring, alongside dose optimization and early-phase trial.",2022,Immunotherapy biomarkers,core,"Biomarker selection in STK11 co-mutation: study 343 [SEP] This study examines STK11 co-mutation through checkpoint response, immune exclusion, and tumor mutational burden. It also discusses links to longitudinal sampling and molecular monitoring, alongside dose optimization and early-phase trial.",18,19,0.9729458651365844,Cluster 19,Immunotherapy biomarkers,-0.0256299720449203,-0.25605594475885496,-0.0256299720449203,-0.25605594475885496,-0.027499857362945492,-0.186917233987571
lung-cancer-01-0321,Resistance evolution in EGFR-mutant disease: study 321,"This study examines EGFR-mutant disease through EGFR resistance, CNS metastasis, and ALK progression. It also discusses links to residual disease and plasma genotyping, alongside portfolio review and patient stratification.",2022,EGFR and ALK resistance,core,"Resistance evolution in EGFR-mutant disease: study 321 [SEP] This study examines EGFR-mutant disease through EGFR resistance, CNS metastasis, and ALK progression. It also discusses links to residual disease and plasma genotyping, alongside portfolio review and patient stratification.",11,12,1.0,Cluster 12,EGFR and ALK resistance,-0.11805648258479183,0.0860404691547516,-0.11805648258479183,0.0860404691547516,-0.029163611395668875,0.2658734195399169
